item,itemLabel,party,partyLabel,area,areaLabel,startDate,endDate,gender
,MWANDO NS1MBA Charles,,ARD,,,,,male
,MWANGA MBADU Yvette,,EDD,,,,,female
,MWEHU KIKOK0 Charles,Q3326837,MSR ET ALLIES,,,,,male
,MWENZE MBUYU WASSO LUNKAMBA Jean F,,T A,,,,,male
,MWEPU KANYATA BILONDA Poco,,AFDC ET ALLIES,,,,,male
,MtJDUMBI BIRIOMU-IRAGI MULUNDA Joseph,,T A,,,,,male
,N'DAMBU WOLANG Richard,,EDD,,,,,male
,N'KUMU FREY LUNGULA,Q3087061,PALU ET ALLIES,,,,,male
,N1ADIMBA KALONJI Damer,Q1629663,UDPS/FAC,,,,,male
,N1ANSUA MUTIENE Jeancy,,AFDC ET ALLIES,,,,,male
,NDJIBU KASONGO Raphaei,Q1235589,PPRD,,,,,male
,NDONGO PULUNGU EPAPOLA Michel,,GPR,,,,,male
,NDUDANGA KAVARIOS Pascal,,UNITE,,,,,male
,NE MANDA NSEM1BADIENGILA,Q1629663,UDPS/FAC,,,,,male
,NGANDU MULOMBELAYI Pierre,,GPR,,,,,male
,NGELEJI MASHINGU Augustin,,UNITE,,,,,male
,NGENDENZA EZUNGA Vincent de Paul,Q144806,MLC ET ALLIES,,,,,
,NGINDU SI-SINDANY MVVABI Esprant,,UNITE,,,,,male
,NGOBILA MBAKA Gentiny,Q1235589,PPRD,,,,,male
,NGOY KITANGALA Richard,,R E E,,,,,male
,NGOYA KANDA Gisle,Q1629663,UDPS/FAC,,,,,female
,NGOYI SHABITANDA Roger-Clment,Q1629663,UDPS/FAC,,,,,male
,NGOYI TAMBWE Crispin,,AFDC ET ALLIES,,,,,male
,NIANGO IZIAMAY MUSHEMVULA Papy,Q1629663,UDPS/FAC,,,,,male
,NKU IMBIE David,,EDD,,,,,male
,NKULU MUPENDA MUKALA Jacques,,R E E,,,,,male
,NKULU MWENZE,Q1235589,PPRD,,,,,male
,NSAMAN 0-LUTU Oscar,Q3087061,PALU ET ALLIES,,,,,male
,NSOMBOLA LONTULUNGU AMBA Antoine,Q1235589,PPRD,,,,,male
,NSUKA Aim Rodrigue,Q1629663,UDPS/FAC,,,,,male
Q20982196,NTENDA NTENDA Martin,,UNC ET ALLIES,,,,,male
,NZAJI KABULEKEDI Bnoil,Q1629663,UDPS/FAC,,,,,male
,NZANGI NGELENGBI Antoine,Q144806,MLC ET ALLIES,,,,,male
,NZAU TSOBO Clment,,EDD,,,,,male
,NZAU VOLA Jos,Q1629663,UDPS/FAC,,,,,male
,NZEKUYE KABURABUZA Franois,Q1235589,PPRD,,,,,male
,OKOY0 NEMBE Vincent,,GPLDS,,,,,male
,OKUNDJI NDJOVU Emery,Q1629663,UDPS/FAC,,,,,male
,OLEKO MAFUE A BEOMBEY Stanislas,,ARD,,,,,male
,OLONGO PONGO Basile .,Q1629663,UDPS/FAC,,,,,male
,ONOSUMBA YEMBA Adolphe,Q3326837,MSR ET ALLIES,,,,,male
,OSHOBALE OYOZU Oscar,,UNITE,,,,,male
,OTETE L0KADi,,EDD,,,,,male
,OWANGA WELO Jean,,T A,,,,,male
,PALLIKU KAVULA BWANAMBULA Andr,Q1629663,UDPS/FAC,,,,,male
,PALUKU KISAKA Daniel YEREYERE,Q3326837,MSR ET ALLIES,,,,,male
,PALUKU MALI'SI MALISAWA Marie - Jules,,UNC ET ALLIES,,,,,male
,PALUKU SYAYIPUMA Nelson,,GPLDS,,,,,male
,PASI ZAPAMBA BJKA Jean Pierre,,AFDC ET ALLIES,,,,,male
,PAYSAYO MALIAKO Robert,,R E E,,,,,male
,PELENDA MAKENGO Willy,,EDD,,,,,male
,PEMBE BOKIAGA Didace,,R E E,,,,,male
,PIKOLO MONEVVYA Henry,,T A,,,,,male
,PUELA Albert Fabrice,Q1629663,UDPS/FAC,,,,,male
,RAMAZANI SHADARI Emmanuel,Q1235589,PPRD,,,,,male
,RUBOTA MASUMBUKO Franois,Q3326837,MSR ET ALLIES,,,,,male
,SADIKI BYOMBUKA Onesime,,AFDC ET ALLIES,,,,,male
,SAFARI NGANIZI Jacques,,GPR,,,,,male
,SANGOKITEFU ya MUYUMBA Cyprien,,ARD,,,,,male
,SEDEA NGAMO ZABUSU Arthur,Q3326837,MSR ET ALLIES,,,,,male
,SEGBEWI ZAMU Jacques .,Q1235589,PPRD,,,,,male
,SENDWE MPUTU Pguy,,AFDC ET ALLIES,,,,,male
,SENGA PAYSAYO Valentin,Q1235589,PPRD,,,,,male
,SERUFULI NGAYABASEKA Eugne,Q3326837,MSR ET ALLIES,,,,,male
,SERUTOKE MPAGAZEHE Flix,,AFDC ET ALLIES,,,,,male
,SESANGA HIPUNGU OJA KASENG KAPITU Delly,,GPLDS,,,,,male
,SHABANI ASUMANI Aaron,Q1235589,PPRD,,,,,male
,SHENILA MWANZA,,R E E,,,,,male
,SHIDI MIKUMBU ESPERANCE,Q3087061,PALU ET ALLIES,,,,,female
,SHOMWA MWONGERA Innocent,,ARD,,,,,male
,SIMENE WA SIMENE Samuel,,EDD,,,,,male
,SOLE OHOTO Hubert,Q3326837,MSR ET ALLIES,,,,,male
,SUDI AL'AMIN ZIMAMOTO,Q3326837,MSR ET ALLIES,,,,,male
,SUZE MANDA David,,T A,,,,,male
,TABU MAKUSI Angle,Q3326837,MSR ET ALLIES,,,,,female
,TAILA NAGE Joachim,,AFDC ET ALLIES,,,,,male
,TAKIS KUMBO Jean-Dominique,,AFDC ET ALLIES,,,,,male
,TANZI MADRANDELE Patrick,,T A,,,,,male
,TCHEDYA PATAY Raymond,,UNITE,,,,,male
,THETIKA INKALABA Hubert,,GPR,,,,,male
,THOLE TSHIGUDU Louis,Q1235589,PPRD,,,,,male
,THUAMBE ADUBANG'O Egide,,EDD,,,,,male
,TIBASIMA MBOGEMU ATEENYI,,T A,,,,,male
,TINANZABO ZEREMANI John,,UNC ET ALLIES,,,,,male
,TINGOMBAY MONDONGA Fidel,Q144806,MLC ET ALLIES,,,,,male
,TSHIBALA NSENGA Guylain,Q1629663,UDPS/FAC,,,,,male
,TSHIBANG NTAMBW Denis,,ARD,,,,,male
,TSHIBANGU YAMBA Flicien,,AFDC ET ALLIES,,,,,male
,TSHIBUMBA KANYANGA Onsime,Q1629663,UDPS/FAC,,,,,male
,TSHIKA WA MULUMBA Eugnie,Q1629663,UDPS/FAC,,,,,female
,TSHIMANGA BUANA Jean-Pierre,Q327591,NON INSCRITS,,,,,male
,TSHIONGO MPUTU DIBINGA Bartheiemy,Q1629663,UDPS/FAC,,,,,male
,TSHIPASA VANGI-SIVAVI Venant,,ARD,,,,,male
,TUTU TEDEZA KANGO Gilbert,,GPLDS,,,,,male
,UBIMA UCHANDA Jackson,,UNITE,,,,,male
,UKUMU ULAR Dieudonn,,EDD,,,,,male
,ULUNGU EKUNDA LUKATA Berthold,,T A,,,,,male
,UPIRA SUNGUMA KAGIMBI Dieudonn,Q3326837,MSR ET ALLIES,,,,,male
,UWEKA UKABA Pierrot,,R E E,,,,,male
,VETSHI BOPAMBO Evanste,Q1235589,PPRD,,,,,male
,VUEMBA LUZAMBA Jean-Claude,Q1629663,UDPS/FAC,,,,,male
,WAMU ATAMINA Henriette -,Q327591,NON INSCRITS,,,,,female
,WANGA KIPANGA Arthur,,GPR,,,,,male
,WENGA BULAMBO Charly,,T A,,,,,male
,WENZI WA KUYULA Edouard,,UNITE,,,,,male
,YALA TUTU Honor,,unknown,,,,,male
,YAVA SAMUHONGA Alexis,,AFDC ET ALLIES,,,,,male
,YUKULA DIMBUENE Martin,Q3326837,MSR ET ALLIES,,,,,male
,YUMA RAMAZANI Raymond Michel,,EDD,,,,,male
,ZABUSU LIWOLO Zphirin,,R E E,,,,,male
